translator,chapter,sentence_id,token_index,spanish,lemma,chinese,pinyin,meaning,pos,is_proper_noun,syntactic_role_es,syntactic_role_zh,verb_person,verb_number,verb_tense,verb_mood,other_translation,pronoun_ref,clause_type,note
arsovska,22,22-7,4,"sabio","sabio","圣人","shèng rén","El sabio","sustantivo",false,"Sujeto","名词作主语","","","","","","","oración principal","术语: 圣人"
arsovska,22,22-7,5,"abraza","abrazar","抱","bào","Abrazar, aferrar","verbo",false,"Verbo principal","动词作谓语",3,"singular","presente","indicativo","","","oración principal","'抱一'"
arsovska,22,22-7,7,"uno","uno","一","yī","El uno, la unidad","numeral",false,"Objeto directo","数词","","","","","","","oración principal","'一'"
arsovska,22,22-7,8,"como","como","为","wéi","Como (en calidad de)","adverbio",false,"Nexo (predicativo)","比较/身份词","","","","","","","oración principal","'为天下式'"
arsovska,22,22-7,9,"molde","molde","式","shì","Molde, modelo","sustantivo",false,"Complemento predicativo","名词","","","","","","","oración principal","'式'"
arsovska,22,22-7,11,"mundo","mundo","天下","tiān xià","El mundo, el imperio","sustantivo",false,"Complemento del nombre","名词","","","","","","","oración principal","'天下'"
arsovska,22,22-8,1,"No","no","不","bù","Negación","adverbio",false,"Adverbio de negación","否定副词","","","","","","","oración principal","'不自见'"
arsovska,22,22-8,3,"exhibe","exhibir","自见","zì jiàn","Exhibirse, mostrarse","verbo",false,"Verbo principal","动词作谓语",3,"singular","presente","indicativo","","","oración principal","'不自见'"
arsovska,22,22-8,6,"eso","eso","故","gù","Pronombre neutro (por eso=故)","pronombre",false,"Término de preposición","中性代词","","","","","","eso → 不自见","oración principal","'故明'"
arsovska,22,22-8,7,"brilla","brillar","明","míng","Brillar, ser lúcido","verbo",false,"Verbo principal","动词作谓语",3,"singular","presente","indicativo","","","oración principal","'故明'"
arsovska,22,22-9,3,"muestra","mostrar","自是","zì shì","Mostrarse, tenerse por cierto","verbo",false,"Verbo principal","动词作谓语",3,"singular","presente","indicativo","","","oración principal","'不自是'"
arsovska,22,22-9,7,"es","ser","（系词）","-","Ser (cópula)","verbo",false,"Verbo copulativo","系动词",3,"singular","presente","indicativo","","","oración principal","'故彰'"
arsovska,22,22-9,8,"evidente","evidente","彰","zhāng","Evidente, manifiesto","adjetivo",false,"Atributo","形容词作表语","","","","","","","oración principal","'彰'"
arsovska,22,22-10,2,"contiende","contender","自伐","zì fá","Contender, jactarse","verbo",false,"Verbo principal","动词作谓语",3,"singular","presente","indicativo","","","oración principal","'不自伐'"
arsovska,22,22-10,6,"logra","lograr","有功","yǒu gōng","Lograr, tener mérito","verbo",false,"Verbo principal","动词作谓语",3,"singular","presente","indicativo","","","oración principal","'故有功'"
arsovska,22,22-11,3,"vanagloria","vanagloriarse","自矜","zì jīn","Vanagloriarse","verbo",false,"Verbo principal","动词作谓语",3,"singular","presente","indicativo","","","oración principal","'不自矜'"
arsovska,22,22-11,7,"perdura","perdurar","长","cháng","Perdurar","verbo",false,"Verbo principal","动词作谓语",3,"singular","presente","indicativo","","","oración principal","'故长'"
arsovska,22,22-12,2,"justo","justo","夫唯","fú wéi","Justo, precisamente","adverbio",false,"CC","副词","","","","","","","oración principal","'夫唯不争'"
arsovska,22,22-12,5,"contender","contender","争","zhēng","Contender","verbo",false,"Verbo (infinitivo)","动词不定式","","","","infinitivo","","","subordinada causal","'不争'"
arsovska,22,22-12,6,"nada","nada","莫","mò","Nada, nadie (莫)","pronombre",false,"Sujeto (indefinido negativo)","无定代词","","","","","","","oración principal","'莫能与之争'"
arsovska,22,22-12,9,"cielo","cielo","天下","tiān xià","Cielo, mundo (bajo el cielo=天下)","sustantivo",false,"Término de preposición","名词","","","","","","","oración principal","'天下'"
arsovska,22,22-12,10,"puede","poder","能","néng","Poder","verbo",false,"Verbo modal","能愿动词",3,"singular","presente","indicativo","","","oración principal","'莫能'"
arsovska,22,22-12,12,"él","él","之","zhī","Él (pron. tras preposición)","pronombre",false,"Término de preposición","人称代词","","","","","","él → el sabio","oración principal","'与之争'"
arsovska,22,22-13,1,"Aquellas","aquel","古之","gǔ zhī","Aquellas (demostrativo)","pronombre",false,"Determinante demostrativo","指示代词","","","","","","","oración principal","'古之所谓'"
arsovska,22,22-13,2,"palabras","palabra","言","yán","Palabras","sustantivo",false,"Núcleo nominal","名词","","","","","","","oración principal","'言'"
arsovska,22,22-13,4,"antaño","antaño","古","gǔ","Antaño","adverbio",false,"Complemento del nombre","名词/副词","","","","","","","oración principal","'古之'"
arsovska,22,22-13,5,"lo","lo","曲","qū","Artículo neutro (lo escaso)","artículo",false,"Determinante neutro","中性冠词","","","","","","","estilo directo","'曲则全'"
arsovska,22,22-13,6,"escaso","escaso","曲","qū","Lo escaso, lo doblado (曲)","adjetivo",false,"Adjetivo sustantivado","形容词名词化","","","","","","","estilo directo","'曲'"
arsovska,22,22-13,8,"colma","colmar","全","quán","Colmarse, completarse","verbo",false,"Verbo (pasiva refleja)","动词作谓语",3,"singular","presente","indicativo","","","estilo directo","'全'"
arsovska,22,22-13,9,"acaso","acaso","岂","qǐ","Acaso (interrogativo retórico)","adverbio",false,"Adverbio interrogativo","疑问语气副词","","","","","","","oración interrogativa","'岂虚言哉'"
arsovska,22,22-13,10,"son","ser","（系词）","-","Ser (cópula)","verbo",false,"Verbo copulativo","系动词",3,"plural","presente","indicativo","","","oración interrogativa",""
arsovska,22,22-13,11,"sólo","sólo","虚","xū","Sólo, meras","adverbio",false,"CC","副词","","","","","","","oración interrogativa","'虚言'"
arsovska,22,22-13,13,"vacuas","vacuo","虚","xū","Vacuas, huecas","adjetivo",false,"Atributo","形容词作表语","","","","","","","oración interrogativa","'虚言' 空话"
arsovska,22,22-14,1,"Todo","todo","诚","chéng","Todo, en verdad (诚)","pronombre",false,"Sujeto","不定代词","","","","","","","oración principal","'诚全而归之'"
arsovska,22,22-14,3,"vez","vez","（既）","-","Vez ('una vez'=一旦/既)","sustantivo",false,"Locución temporal","时间惯用语","","","","","","","subordinada temporal","'诚全' 一旦周全"
arsovska,22,22-14,4,"completo","completo","全","quán","Completo, íntegro","adjetivo",false,"Complemento predicativo","形容词作补语","","","","","","","subordinada temporal","'全'"
arsovska,22,22-14,5,"retorna","retornar","归","guī","Retornar, volver","verbo",false,"Verbo principal","动词作谓语",3,"singular","presente","indicativo","","","oración principal","'归之'"
arsovska,22,22-14,7,"Dao","Dao","道","dào","El Dao (归之=归于道)","sustantivo",true,"Término de preposición","名词","","","","","","","oración principal","专有名词"
arsovska,23,23-1,1,"Poco","poco","希","xī","Poco, escaso","adverbio",false,"CC de cantidad","副词","","","","","","","oración principal","'希言'"
arsovska,23,23-1,2,"predicar","predicar","言","yán","Predicar, hablar","verbo",false,"Sujeto (infinitivo)","动词不定式作主语","","","","infinitivo","","","oración principal","'希言'"
arsovska,23,23-1,3,"es","ser","（系词）","-","Ser (cópula)","verbo",false,"Verbo copulativo","系动词",3,"singular","presente","indicativo","","","oración principal",""
arsovska,23,23-1,4,"lo","lo","自然","zì rán","Artículo neutro (lo natural)","artículo",false,"Determinante neutro","中性冠词","","","","","","","oración principal","'自然'"
arsovska,23,23-1,5,"natural","natural","自然","zì rán","Lo natural, lo espontáneo (自然)","adjetivo",false,"Adjetivo sustantivado","形容词名词化","","","","","","","oración principal","术语: 自然"
arsovska,23,23-2,1,"Así","así","故","gù","Así, por ello","adverbio",false,"CC","副词","","","","","","","oración principal","'故'"
arsovska,23,23-2,3,"ventarrón","ventarrón","飘风","piāo fēng","Ventarrón, viento fuerte","sustantivo",false,"Sujeto","名词作主语","","","","","","","oración principal","'飘风'"
arsovska,23,23-2,4,"no","no","不","bù","Negación","adverbio",false,"Adverbio de negación","否定副词","","","","","","","oración principal","'不终朝'"
arsovska,23,23-2,5,"agota","agotar","终","zhōng","Agotar, durar hasta el fin","verbo",false,"Verbo principal","动词作谓语",3,"singular","presente","indicativo","","","oración principal","'不终朝'"
arsovska,23,23-2,7,"mañana","mañana","朝","zhāo","Mañana (amanecer)","sustantivo",false,"Objeto directo","名词作宾语","","","","","","","oración principal","'朝'"
arsovska,23,23-2,10,"lluvia","lluvia","雨","yǔ","Lluvia","sustantivo",false,"Sujeto","名词作主语","","","","","","","oración principal","'骤雨'"
arsovska,23,23-2,11,"torrencial","torrencial","骤","zhòu","Torrencial, repentina","adjetivo",false,"Modificador","形容词作定语","","","","","","","oración principal","'骤'"
arsovska,23,23-2,12,"dura","durar","终","zhōng","Durar","verbo",false,"Verbo principal","动词作谓语",3,"singular","presente","indicativo","","","oración principal","'不终日'"
arsovska,23,23-2,13,"todo","todo","终","zhōng","Todo (el día)","adjetivo",false,"Modificador","限定词","","","","","","","oración principal","'终日'"
arsovska,23,23-2,15,"día","día","日","rì","Día","sustantivo",false,"Objeto directo","名词作宾语","","","","","","","oración principal","'日'"
arsovska,23,23-3,2,"qué","qué","孰","shú","Qué, quién (interrogativo)","pronombre",false,"Sujeto (interrogativo)","疑问代词","","","","","","","oración interrogativa","'孰为此者'"
arsovska,23,23-3,5,"cielo","cielo","天","tiān","Cielo","sustantivo",false,"Sujeto","名词作主语","","","","","","","oración principal","'天地'"
arsovska,23,23-3,8,"tierra","tierra","地","dì","Tierra","sustantivo",false,"Sujeto","名词作主语","","","","","","","oración principal","'天地'"
arsovska,23,23-4,1,"Si","si","（尚）","-","Si (condicional)","conjunción",false,"Nexo condicional","条件连词","","","","","","","subordinada condicional","'天地尚不能久'"
arsovska,23,23-4,2,"sus","su","其","qí","Posesivo","determinante",false,"Determinante posesivo","物主限定词","","","","","","sus → cielo y tierra","subordinada condicional",""
arsovska,23,23-4,3,"fenómenos","fenómeno","天地","tiān dì","Fenómenos (del cielo y la tierra)","sustantivo",false,"Sujeto","名词作主语","","","","","","","subordinada condicional","'天地'"
arsovska,23,23-4,5,"son","ser","（系词）","-","Ser (cópula)","verbo",false,"Verbo copulativo","系动词",3,"plural","presente","indicativo","","","subordinada condicional",""
arsovska,23,23-4,6,"perennes","perenne","久","jiǔ","Perennes, perdurables","adjetivo",false,"Atributo","形容词作表语","","","","","","","subordinada condicional","'久'"
arsovska,23,23-4,7,"cómo","cómo","况","kuàng","Cómo, cuánto más (况)","adverbio",false,"CC (interrogativo)","疑问副词","","","","","","","oración interrogativa","'而况于人乎'"
arsovska,23,23-4,8,"podría","poder","能","néng","Podría (poder)","verbo",false,"Verbo modal","能愿动词",3,"singular","condicional","indicativo","","","oración interrogativa","条件式! '而况于人乎'"
arsovska,23,23-4,9,"serlo","ser","（久）","-","Serlo (ser + lo)","verbo",false,"Atributo (infinitivo + pron.)","动词不定式+代词","","","","infinitivo","","lo → perenne 久","oración interrogativa",""
arsovska,23,23-4,11,"ser","ser","人","rén","Ser (humano)","sustantivo",false,"Sujeto","名词作主语","","","","","","","oración interrogativa","'人'"
arsovska,23,23-4,12,"humano","humano","人","rén","Humano","adjetivo",false,"Modificador","形容词作定语","","","","","","","oración interrogativa","'人'"
arsovska,23,23-5,1,"Quien","quien","者","zhě","Quien (relativo)","pronombre",false,"Antecedente relativo","关系代词","","","","","","","subordinada relativa","'从事于道者'"
arsovska,23,23-5,2,"sigue","seguir","从事","cóng shì","Seguir, dedicarse a","verbo",false,"Verbo de la relativa","动词作谓语",3,"singular","presente","indicativo","","","subordinada relativa","'从事于道'"
arsovska,23,23-5,4,"Dao","Dao","道","dào","El Dao","sustantivo",true,"Término de preposición","名词","","","","","","","subordinada relativa","专有名词"
arsovska,23,23-5,5,"se","se","（同）","-","'se' pronominal","pronombre",false,"Pronombre pronominal","代词性成分","","","","","","se → quien","oración principal",""
arsovska,23,23-5,6,"funde","fundir","同","tóng","Fundirse, identificarse","verbo",false,"Verbo principal","动词作谓语",3,"singular","presente","indicativo","","","oración principal","'同于道'"
arsovska,23,23-6,5,"Virtud","virtud","德","dé","Virtud, Dé","sustantivo",false,"Término de preposición","名词","","","","","","","subordinada relativa","术语: 德"
arsovska,23,23-7,2,"elige","elegir","同","tóng","Elegir, identificarse con","verbo",false,"Verbo de la relativa","动词作谓语",3,"singular","presente","indicativo","","","subordinada relativa","'同于失者'"
arsovska,23,23-7,3,"desviarse","desviarse","失","shī","Desviarse, extraviarse","verbo",false,"Verbo (infinitivo)","动词不定式","","","","infinitivo","","","subordinada relativa","'失'"
arsovska,23,23-7,4,"logra","lograr","得","dé","Lograr, alcanzar","verbo",false,"Verbo principal","动词作谓语",3,"singular","presente","indicativo","","","oración principal","'乐得之'"
arsovska,23,23-7,5,"extraviarse","extraviarse","失","shī","Extraviarse","verbo",false,"Verbo (infinitivo)","动词不定式","","","","infinitivo","","","oración principal","'失'"
arsovska,23,23-8,2,"abraza","abrazar","乐得","lè dé","Abrazar, acoger con gusto","verbo",false,"Verbo principal","动词作谓语",3,"singular","presente","indicativo","","","oración principal","'道亦乐得之'"
